vOTU,AI05,AI15,AI20,AI28,AI40,AII05,AII15,AII20,AII28,AII40,AIII05,AIII15,AIII20,AIII28,AIII40
VIRSorter_NODE_5156_length_2467_cov_7_68698-cat_2,0,0,0,0,0,72.0080339,0,0,0,0,44.35501777,0,0,0,0
VIRSorter_NODE_5182_length_2455_cov_9_00292-cat_2,0,0,0,0,0,79.38105381,0,0,0,0,70.41821654,0,0,0,0
VIRSorter_NODE_5183_length_2455_cov_3_31167-cat_2,0,0,0,0,0,28.03900274,0,0,0,0,28.65365868,0,0,0,0
VIRSorter_NODE_5190_length_2454_cov_3_91121-cat_2,0,0,0,0,0,17.97509964,0,0,0,0,21.51667728,0,0,0,0
VIRSorter_NODE_5188_length_2454_cov_4_44769-cat_2,0,0,0,0,0,21.47324778,0,0,0,0,23.26127273,0,0,0,0
VIRSorter_NODE_5214_length_2446_cov_2_22083-cat_2,0,0,0,0,0,15.39185179,0,0,0,0,16.4414905,14.87746524,0,0,0
VIRSorter_NODE_5246_length_2432_cov_4_59024-cat_2,0,0,0,0,0,37.83381751,0,0,0,0,39.54416364,0,0,0,0
VIRSorter_NODE_5244_length_2432_cov_6_42659-cat_2,0,0,0,0,0,46.01410238,0,0,0,0,37.79956819,0,0,0,0
VIRSorter_NODE_5250_length_2430_cov_3_45811-cat_2,0,0,0,0,0,22.60341871,0,0,0,0,23.47273885,0,0,0,0
VIRSorter_NODE_5261_length_2426_cov_2_15183-cat_2,0,0,0,0,0,23.73358965,0,0,0,0,19.61348223,0,0,0,0
VIRSorter_NODE_5272_length_2422_cov_40_6772-cat_2,20.12455015,0,0,0,0,341.7421639,0,0,0,0,254.7109364,10.28013692,0,0,0
VIRSorter_NODE_5313_length_2407_cov_2_37968-cat_2,0,0,0,0,0,15.44566945,0,0,0,0,18.23895248,0,0,0,0
VIRSorter_NODE_5317_length_2405_cov_3_36723-cat_2,0,0,0,0,0,19.91253553,0,0,0,0,11.41917025,0,0,0,0
VIRSorter_NODE_5320_length_2403_cov_2_61712-cat_2,0,0,0,0,0,11.62461534,0,0,0,0,16.70582314,0,0,0,0
VIRSorter_NODE_5321_length_2402_cov_4_97955-cat_2,0,0,0,0,0,51.07296276,0,0,0,0,34.31037728,0,0,0,0
VIRSorter_NODE_5323_length_2402_cov_2_37239-cat_2,0,0,0,0,0,12.75478627,0,0,0,0,17.60455413,0,0,0,0
VIRSorter_NODE_5324_length_2401_cov_35_7617-cat_2,0,0,0,0,0,291.6379191,0,0,0,0,214.2151752,0,0,0,0
VIRSorter_NODE_5332_length_2399_cov_54_3524-cat_2,36.50177027,0,0,0,0,356.4882037,0,0,0,0,260.6848542,0,0,0,0
VIRSorter_NODE_5336_length_2397_cov_6_26943-cat_2,0,0,0,0,0,97.46378879,0,0,0,0,49.85313678,0,0,0,0
VIRSorter_NODE_5341_length_2396_cov_4_47757-cat_2,0,0,0,0,0,50.96532743,0,0,0,0,34.20464422,0,0,0,0
VIRSorter_NODE_5354_length_2392_cov_2_33547-cat_2,0,0,0,0,0,18.45945862,0,0,0,0,17.65742066,0,0,0,0
VIRSorter_NODE_5368_length_2386_cov_4_54269-cat_2,0,0,0,0,0,46.22937304,0,0,0,0,45.62381447,0,0,0,0
VIRSorter_NODE_5370_length_2385_cov_2_19914-cat_2,0,0,0,0,0,14.42313385,0,0,0,0,18.18608595,0,0,0,0
VIRSorter_NODE_5374_length_2383_cov_2_28694-cat_2,0,0,0,0,0,19.64344722,0,0,0,0,17.28735496,0,0,0,0
VIRSorter_NODE_5378_length_2381_cov_28_4979-cat_2,40.8042603,39.73769738,0,0,0,184.4331332,25.6281959,0,0,0,132.536388,38.37492106,0,0,0
VIRSorter_NODE_5400_length_2373_cov_5_84901-cat_2,0,0,0,0,0,34.49712237,0,0,0,0,32.08998306,0,0,0,0
VIRSorter_NODE_5398_length_2373_cov_30_5401-cat_2,0,0,2.625240209,0,0,162.8522501,5.134055664,6.725861519,0,0,127.4083347,0,0,0,0
VIRSorter_NODE_5405_length_2371_cov_12_1308-cat_2,0,0,0,0,0,116.461424,0,0,0,0,91.61769464,0,0,0,0
VIRSorter_NODE_5424_length_2365_cov_9_01991-cat_2,0,0,0,0,0,79.65014213,0,0,0,0,67.72202356,0,0,0,0
VIRSorter_NODE_5430_length_2363_cov_6_60832-cat_2,0,0,0,0,0,64.473561,0,0,0,0,53.23659463,0,0,0,0
VIRSorter_NODE_5449_length_2357_cov_3_28844-cat_2,0,0,0,0,0,13.72350422,0,0,0,0,17.28735496,0,0,0,0
VIRSorter_NODE_5456_length_2355_cov_2_20478-cat_2,0,0,0,0,0,19.21290591,0,0,0,0,16.38862397,0,0,0,0
VIRSorter_NODE_5467_length_2351_cov_23_1611-cat_2,0,0,0,0,0,204.3994864,0,0,0,0,165.5251021,0,0,0,0
VIRSorter_NODE_5469_length_2351_cov_3_33972-cat_2,0,0,0,0,0,19.48199422,0,0,0,0,25.42880042,0,0,0,0
VIRSorter_NODE_5471_length_2351_cov_2_19294-cat_2,0,0,0,0,0,22.44196572,0,0,0,0,16.86442273,8.939249499,0,0,0
VIRSorter_NODE_5481_length_2348_cov_16_3423-cat_2,0,0,0,0,0,113.0170936,0,0,0,0,98.8604091,0,0,0,0
VIRSorter_NODE_5491_length_2347_cov_5_54625-cat_2,0,0,0,0,0,39.87888873,0,0,0,0,36.26643885,0,0,0,0
VIRSorter_NODE_5495_length_2346_cov_3_44478-cat_2,0,0,0,0,0,23.84122498,0,0,0,0,22.09820909,0,0,0,0
VIRSorter_NODE_5509_length_2340_cov_3_73479-cat_2,28.45195021,0,0,0,0,36.54219359,0,0,0,0,27.33199546,0,0,0,0
VIRSorter_NODE_5526_length_2334_cov_2_94032-cat_2,0,0,0,0,0,30.67606825,0,0,0,0,23.31413926,0,0,0,0
VIRSorter_NODE_5534_length_2331_cov_97_6951-cat_2,85.77222063,0,0,0,0,578.5937014,6.691105333,0,0,0,481.0325468,0,0,0,0
VIRSorter_NODE_5540_length_2329_cov_3_0321-cat_2,0,0,0,0,0,24.48703694,0,0,0,0,22.4682748,0,0,0,0
VIRSorter_NODE_5549_length_2326_cov_8_93131-cat_2,0,0,0,0,0,95.58017056,0,0,0,0,76.60360042,0,0,0,0
VIRSorter_NODE_5555_length_2325_cov_4_33172-cat_2,0,0,0,0,0,44.66866079,0,0,0,0,32.98871405,0,0,0,0
VIRSorter_NODE_5561_length_2323_cov_49_4608-cat_2,60.37365044,0,0,0,0,556.6899123,0,0,0,0,414.6321864,22.79508622,0,0,0
VIRSorter_NODE_5563_length_2322_cov_2_96868-cat_2,0,0,0,0,0,19.48199422,0,0,0,0,22.99694009,0,0,0,0
VIRSorter_NODE_5569_length_2319_cov_6_29329-cat_2,0,0,0,0,0,57.80017071,0,0,0,0,43.98495207,0,0,0,0
VIRSorter_NODE_5580_length_2317_cov_4_85234-cat_2,0,0,0,0,0,37.4032762,0,0,0,0,36.26643885,0,0,0,0
VIRSorter_NODE_5594_length_2313_cov_28_1603-cat_2,0,0,0,0,0,188.4694579,7.827330767,0,0,0,176.8914058,0,0,0,0
VIRSorter_NODE_5598_length_2311_cov_2_13874-cat_2,0,0,0,0,0,13.02387459,0,0,0,0,16.91728926,0,0,0,0
VIRSorter_NODE_5603_length_2308_cov_9_45539-cat_2,0,0,0,0,0,147.1374923,0,0,0,0,130.7917926,0,0,0,0
VIRSorter_NODE_5609_length_2307_cov_2_39032-cat_2,0,0,0,0,0,22.38814806,0,0,0,0,19.45488265,0,0,0,0
VIRSorter_NODE_5613_length_2306_cov_2_44647-cat_2,0,0,0,0,0,17.75982899,0,0,0,0,18.34468554,0,0,0,0
VIRSorter_NODE_5614_length_2305_cov_2_76756-cat_2,0,0,0,0,0,11.19407403,0,0,0,0,14.69689504,0,0,0,0
VIRSorter_NODE_5618_length_2303_cov_6_01512-cat_2,0,0,0,0,0,44.61484313,0,0,0,0,38.11676736,9.130804845,0,0,0
VIRSorter_NODE_5623_length_2300_cov_12_3238-cat_2,0,0,0,0,0,118.3988599,0,0,0,0,88.02277067,0,0,0,0
VIRSorter_NODE_5622_length_2300_cov_26_4753-cat_2,0,0,0,0,0,262.7916514,0,0,0,0,205.9679967,8.619990588,0,0,0
VIRSorter_NODE_5632_length_2297_cov_4_60794-cat_2,0,0,0,0,0,0,0,0,0,0,16.8115562,0,0,0,0
VIRSorter_NODE_5635_length_2296_cov_11_0156-cat_2,0,0,0,0,0,123.7806263,0,0,0,0,93.7323558,0,0,0,0
VIRSorter_NODE_5645_length_2294_cov_1_95444-cat_2,0,0,0,0,0,12.21660964,0,0,0,0,14.53829546,0,0,0,0
VIRSorter_NODE_5652_length_2292_cov_9_19312-cat_2,0,0,0,0,0,93.69655233,0,0,0,0,71.05261488,0,0,0,0
VIRSorter_NODE_5659_length_2291_cov_2_25581-cat_2,0,0,0,0,0,15.01512815,0,0,0,0,17.28735496,0,0,0,0
VIRSorter_NODE_5678_length_2285_cov_2_89552-cat_2,0,0,0,0,0,22.87250703,0,0,0,0,22.20394215,0,0,0,0
VIRSorter_NODE_5677_length_2285_cov_10_2874-cat_2,0,0,0,0,0,110.702934,0,0,0,0,83.52911571,0,0,0,0
VIRSorter_NODE_5682_length_2282_cov_7_92546-cat_2,0,0,0,0,0,70.01678035,0,0,0,0,59.05191282,0,0,0,0
VIRSorter_NODE_5685_length_2281_cov_22_0094-cat_2,28.0355802,0,0,0,0,289.0008535,0,0,0,0,202.3202062,0,0,0,0
VIRSorter_NODE_5693_length_2278_cov_37_8079-cat_2,0,0,0,0,0,231.0392298,12.75097431,0,0,0,174.512412,19.09168286,0,0,0
VIRSorter_NODE_5700_length_2276_cov_69_6776-cat_2,0,0,0,0,0,274.3086314,11.825161,0,0,0,215.1139062,17.68694365,0,0,0
VIRSorter_NODE_5702_length_2276_cov_40_5083-cat_2,71.33806052,0,0,0,0,417.5712519,8.332319848,0,0,0,319.1552352,0,0,0,0
VIRSorter_NODE_5722_length_2270_cov_8_14266-cat_2,0,0,0,0,0,55.70128183,0,0,0,0,43.77348596,0,0,0,0
VIRSorter_NODE_5723_length_2270_cov_3_49436-cat_2,0,54.44910024,4.625423226,0,0,27.71609676,84.92233058,7.998321807,0,0,24.90013513,56.50882719,5.664776201,0,0
VIRSorter_NODE_5727_length_2268_cov_10_7479-cat_2,0,0,0,0,0,45.31447275,0,0,0,0,43.35055372,0,0,0,0
VIRSorter_NODE_5734_length_2266_cov_44_1958-cat_2,0,0,0,0,0,253.9117369,0,0,0,0,217.9158323,0,0,0,0
VIRSorter_NODE_5739_length_2265_cov_3_42036-cat_2,0,0,0,0,0,28.73863236,0,0,0,0,27.54346157,0,0,0,0
VIRSorter_NODE_5736_length_2265_cov_35_3602-cat_2,33.03202024,0,0,0,0,340.2352693,0,0,0,0,273.7957533,0,0,0,0
VIRSorter_NODE_5740_length_2265_cov_2_19864-cat_2,0,0,0,0,0,29.00772068,0,0,0,0,16.33575744,0,0,0,0
VIRSorter_NODE_5755_length_2257_cov_8_74251-cat_2,0,0,0,0,0,84.65518485,0,0,0,0,66.77042604,0,0,0,0
VIRSorter_NODE_5771_length_2251_cov_18_1712-cat_2,0,0,0,0,0,161.8835321,0,0,0,0,127.038269,0,0,0,0
VIRSorter_NODE_5779_length_2249_cov_2_21057-cat_2,0,0,0,0,0,22.98014236,0,0,0,0,17.39308802,0,0,0,0
VIRSorter_NODE_5782_length_2248_cov_24_0169-cat_2,0,0,0,0,0,119.9595722,7.659001073,0,0,0,82.78898431,0,0,0,0
VIRSorter_NODE_5783_length_2248_cov_18_549-cat_2,0,0,0,0,0,179.3204551,0,0,0,0,138.5103058,0,0,0,0
VIRSorter_NODE_5785_length_2247_cov_2_96168-cat_2,0,0,0,0,0,26.80119647,0,0,0,0,22.36254174,0,0,0,0
VIRSorter_NODE_5795_length_2244_cov_3_02832-cat_2,0,0,0,0,0,24.70230759,0,0,0,0,22.62687438,0,0,0,0
VIRSorter_NODE_5804_length_2240_cov_2_80549-cat_2,0,0,0,0,0,26.20920217,0,0,0,0,22.20394215,0,0,0,0
VIRSorter_NODE_5824_length_2232_cov_18_3335-cat_2,37.88967028,0,0,0,0,157.2013954,0,0,0,0,139.5147699,0,0,0,0
VIRSorter_NODE_5831_length_2231_cov_3_8727-cat_2,0,0,0,0,0,17.86746432,0,0,0,0,18.50328513,0,0,0,0
VIRSorter_NODE_5837_length_2228_cov_22_2559-cat_2,0,0,0,0,0,104.0833614,0,0,0,0,89.45016695,0,0,0,0
VIRSorter_NODE_5845_length_2226_cov_101_114-cat_2,89.79713066,0,4.500411788,0,0,1022.427973,17.3800409,0,0,0,779.1997699,33.5860374,0,0,0
VIRSorter_NODE_5850_length_2226_cov_2_69093-cat_2,0,0,0,0,0,25.88629619,0,0,0,0,21.14661157,0,0,0,0
VIRSorter_NODE_5864_length_2223_cov_3_91467-cat_2,0,0,0,0,0,21.31179479,0,0,0,0,26.8561967,0,0,0,0
VIRSorter_NODE_5883_length_2218_cov_10_0092-cat_2,0,0,0,0,0,58.71507099,0,0,0,0,50.75186777,0,0,0,0
VIRSorter_NODE_5885_length_2218_cov_4_9043-cat_2,0,0,0,0,0,36.64982891,0,0,0,0,32.19571612,0,0,0,0
VIRSorter_NODE_5889_length_2217_cov_3_14894-cat_2,0,0,0,0,0,31.53715087,0,0,0,0,23.15553967,0,0,0,0
VIRSorter_NODE_5895_length_2215_cov_3_61991-cat_2,0,0,0,0,0,14.10022786,0,0,0,0,24.58293595,0,0,0,0
VIRSorter_NODE_5906_length_2211_cov_3_55519-cat_2,0,0,0,0,0,11.19407403,0,0,0,0,18.87335083,0,0,0,0
VIRSorter_NODE_5924_length_2205_cov_3_13349-cat_2,0,0,0,0,0,28.30809106,0,0,0,0,24.68866901,0,0,0,0
VIRSorter_NODE_5947_length_2198_cov_4_13112-cat_2,0,0,0,0,0,14.96131048,0,0,0,0,24.53006942,0,0,0,0
VIRSorter_NODE_5951_length_2197_cov_12_4561-cat_2,0,0,0,0,0,110.4876634,0,0,0,0,88.55143596,0,0,0,0
VIRSorter_NODE_5972_length_2191_cov_6_09129-cat_2,0,0,0,0,0,49.61988584,0,0,0,0,41.50022521,0,0,0,0
VIRSorter_NODE_5987_length_2186_cov_2_17973-cat_2,0,0,0,0,0,17.0063817,0,0,0,0,16.17715785,0,0,0,0
VIRSorter_NODE_5996_length_2184_cov_4_32222-cat_2,0,0,0,0,0,30.08407395,0,0,0,0,27.5963281,0,0,0,0
VIRSorter_NODE_5999_length_2183_cov_13_7129-cat_2,0,0,0,0,0,141.4866376,0,0,0,0,103.8827294,0,0,0,0
VIRSorter_NODE_5998_length_2183_cov_48_1466-cat_2,64.81493047,0,0,0,0,494.0461519,0,0,0,0,334.9094608,10.53554405,0,0,0
VIRSorter_NODE_6021_length_2175_cov_9_18726-cat_2,0,0,0,0,0,85.13954382,0,0,0,0,67.35195786,0,0,0,0
VIRSorter_NODE_6033_length_2170_cov_4_29598-cat_2,0,0,0,0,0,0,0,0,0,0,16.0714248,0,0,0,0
VIRSorter_NODE_6043_length_2168_cov_3_33791-cat_2,0,0,0,0,0,10.65589739,0,0,0,0,24.8472686,0,0,0,0
VIRSorter_NODE_6044_length_2167_cov_30_5137-cat_2,41.6370003,0,0,0,0,280.6591157,0,0,0,0,212.9992451,11.49332078,0,0,0
VIRSorter_NODE_6051_length_2165_cov_5_18152-cat_2,216.6511916,0,0,0,0,27.33937311,0,0,0,0,24.42433637,0,0,0,0
VIRSorter_NODE_6066_length_2162_cov_1_91979-cat_2,0,0,0,0,0,12.21660964,0,0,0,0,14.4325624,0,0,0,0
VIRSorter_NODE_6101_length_2151_cov_15_6703-cat_2,0,0,0,0,0,76.58253531,0,0,0,0,81.57305414,0,0,0,0
VIRSorter_NODE_6099_length_2151_cov_41_9685-cat_2,76.75087056,0,0,0,0,405.5699129,6.649022909,0,0,0,328.82981,17.23998118,0,0,0
VIRSorter_NODE_6132_length_2145_cov_1_72297-cat_2,0,0,0,0,0,14.31549852,0,0,0,0,13.05803265,0,0,0,0
VIRSorter_NODE_6127_length_2145_cov_25_0708-cat_2,18.18149013,0,0,0,0,198.2104551,0,0,0,0,141.2064988,0,0,0,0
VIRSorter_NODE_6136_length_2144_cov_6_15223-cat_2,0,0,0,0,0,72.81529885,0,0,0,0,43.6677529,0,0,0,0
VIRSorter_NODE_6149_length_2141_cov_2_66395-cat_2,0,0,0,0,0,11.83988599,0,0,0,0,13.85103058,0,0,0,0
VIRSorter_NODE_6184_length_2131_cov_8_38825-cat_2,0,0,0,0,0,67.70262081,0,0,0,0,57.30731736,0,0,0,0
VIRSorter_NODE_6191_length_2127_cov_15_6216-cat_2,0,0,0,0,0,137.8808542,0,0,0,0,105.8916575,0,0,0,0
VIRSorter_NODE_6201_length_2124_cov_3_74094-cat_2,0,0,0,0,0,21.04270647,0,0,0,0,17.44595455,0,0,0,0
VIRSorter_NODE_6213_length_2120_cov_7_58644-cat_2,0,0,0,0,0,67.2720795,0,0,0,0,64.07423307,0,0,0,0
VIRSorter_NODE_6222_length_2117_cov_17_1537-cat_2,0,0,0,0,0,131.6918228,7.953578037,0,0,0,114.6146347,7.534510292,0,0,0
VIRSorter_NODE_6254_length_2106_cov_2_56753-cat_2,0,0,0,0,0,28.0928204,0,0,0,0,19.08481694,0,0,0,0
VIRSorter_NODE_6256_length_2105_cov_7_46537-cat_2,0,0,0,0,0,78.46615353,0,0,0,0,69.30801943,0,0,0,0
VIRSorter_NODE_6255_length_2105_cov_15_2741-cat_2,0,0,0,0,0,93.58891701,0,0,0,0,87.38837232,0,0,0,0
VIRSorter_NODE_6261_length_2104_cov_8_56174-cat_2,0,0,0,0,0,125.8256975,0,0,0,0,97.22154671,0,0,0,0
VIRSorter_NODE_6272_length_2099_cov_7_24853-cat_2,0,0,0,0,0,47.95153827,0,0,0,0,40.81296034,0,0,0,0
VIRSorter_NODE_6274_length_2099_cov_3_27104-cat_2,0,0,0,0,0,27.44700844,0,0,0,0,23.94853761,0,0,0,0
VIRSorter_NODE_6312_length_2089_cov_31_293-cat_2,35.80782026,0,0,0,0,306.8145002,0,0,0,0,216.6470356,11.94028326,0,0,0
VIRSorter_NODE_6320_length_2086_cov_16_8464-cat_2,30.67259022,0,0,0,0,190.1378055,6.438610792,0,0,0,129.2586632,17.43153652,0,0,0
VIRSorter_NODE_6351_length_2080_cov_15_9812-cat_2,0,0,0,0,0,139.4415664,0,0,0,0,121.7516161,0,0,0,0
VIRSorter_NODE_6356_length_2078_cov_14_8122-cat_2,0,0,0,0,0,253.8041016,0,0,0,0,198.9367484,0,0,0,0
VIRSorter_NODE_6355_length_2078_cov_57_3332-cat_2,42.74732031,0,0,0,0,367.2517364,0,0,0,0,288.4926484,17.81464722,0,0,0
VIRSorter_NODE_6368_length_2075_cov_30_3495-cat_2,46.21707034,0,0,0,0,354.8198561,0,0,0,0,281.2499339,0,0,0,0
VIRSorter_NODE_6374_length_2074_cov_52_267-cat_2,47.46618035,0,0,0,0,552.4383169,8.921473777,0,0,0,434.6157343,25.22145394,0,0,0
VIRSorter_NODE_6386_length_2071_cov_2_62599-cat_2,44.96796033,0,0,0,0,38.96398845,0,0,0,0,21.46381075,0,0,0,0
VIRSorter_NODE_6402_length_2067_cov_6_2669-cat_2,0,0,0,0,0,36.70364658,0,0,0,0,36.84797067,0,0,0,0
VIRSorter_NODE_6415_length_2065_cov_2_02537-cat_2,0,0,0,0,0,14.85367515,0,0,0,0,15.11982727,0,0,0,0
VIRSorter_NODE_6422_length_2063_cov_2_92629-cat_2,0,0,0,0,0,21.63470077,0,0,0,0,22.78547397,0,0,0,0
VIRSorter_NODE_6448_length_2057_cov_4_59291-cat_2,0,0,0,0,0,39.7712534,0,0,0,0,34.68044298,0,0,0,0
VIRSorter_NODE_6483_length_2048_cov_4_67235-cat_2,0,0,0,0,0,39.1792591,0,0,0,0,34.31037728,0,0,0,0
VIRSorter_NODE_6491_length_2046_cov_16_7604-cat_2,27.7580002,0,0,0,0,130.4540166,0,0,0,0,95.58268431,0,0,0,0
VIRSorter_NODE_6517_length_2038_cov_2_78013-cat_2,0,0,0,0,0,13.4544159,0,0,0,0,20.77654587,20.04945959,0,0,0
VIRSorter_NODE_6552_length_2028_cov_2_18652-cat_2,0,0,0,0,0,26.26301984,0,0,0,0,16.97015579,0,0,0,0
VIRSorter_NODE_6556_length_2027_cov_2_86765-cat_2,48.57650035,0,0,0,0,46.17555537,0,0,0,0,23.73707149,0,0,0,0
VIRSorter_NODE_6558_length_2026_cov_5_76662-cat_2,0,0,0,0,0,59.25324763,0,0,0,0,44.61935042,0,0,0,0
VIRSorter_NODE_6569_length_2023_cov_2_8374-cat_2,0,0,0,0,0,20.23544151,0,0,0,0,21.67527686,0,0,0,0
VIRSorter_NODE_6573_length_2021_cov_197_445-cat_2,343.3664625,0,0,0,0,996.7569476,0,0,0,0,741.6116679,18.96397929,0,0,0
VIRSorter_NODE_6590_length_2018_cov_2_44677-cat_2,0,0,0,0,0,24.80994292,0,0,0,0,18.08035289,0,0,0,0
VIRSorter_NODE_6597_length_2016_cov_5_12188-cat_2,0,0,0,0,0,34.44330471,0,0,0,0,36.95370372,0,0,0,0
VIRSorter_NODE_6602_length_2015_cov_20_5388-cat_2,24.84341018,0,0,0,0,215.5397427,0,0,0,0,173.6665475,0,0,0,0
VIRSorter_NODE_6608_length_2014_cov_6_53446-cat_2,0,0,0,0,0,41.70868929,0,0,0,0,46.99834422,0,0,0,0
VIRSorter_NODE_6634_length_2008_cov_8_9447-cat_2,0,0,0,0,0,87.39988569,0,0,0,0,64.4971653,0,0,0,0
VIRSorter_NODE_6661_length_2003_cov_9_63912-cat_2,0,0,0,0,0,92.40492841,0,0,0,0,77.07939918,0,0,0,0
VIRSorter_NODE_12_length_55907_cov_10_1834-circular-cat_1,0,62.90392947,0,0,0,0,136.0524751,0,0,0,0,93.35130548,0,0,0
VIRSorter_NODE_100_length_25831_cov_8_49084-cat_1,0,55.80187291,5.000457542,0,0,10.4944444,71.96094414,5.998741355,0,0,8.194311984,78.15458133,5.407286374,0,0
VIRSorter_NODE_161_length_20561_cov_3_71018-cat_1,0,0,0,0,0,0,0,0,0,0,0,34.03299988,0,0,0
VIRSorter_NODE_296_length_13863_cov_5_44452-cat_1,0,25.02629452,0,0,0,0,39.59956049,0,0,0,0,40.92899235,0,0,0
VIRSorter_NODE_306_length_13671_cov_4_12037-cat_1,0,0,0,0,0,0,36.86420297,0,0,0,0,37.5448479,0,0,0
VIRSorter_NODE_452_length_10853_cov_33_2265-cat_1,0,50.39078221,0,0,0,0,216.8086458,0,0,0,0,162.8220444,11.1456311,0,0
VIRSorter_NODE_636_length_8756_cov_3_59936-cat_1,0,0,3.850352307,0,0,0,20.36789296,5.307977199,0,0,0,18.45316504,0,0,0
VIRSorter_NODE_691_length_8151_cov_4_2064-cat_1,0,0,0,0,0,0,50.03600151,0,0,0,0,40.09891918,0,0,0
VIRSorter_NODE_700_length_8055_cov_4_51112-cat_1,0,0,5.225478131,0,0,0,62.95530552,7.234845634,0,0,0,41.8229173,7.945400386,0,0
VIRSorter_NODE_827_length_7234_cov_4_10461-cat_1,0,0,4.000366033,0,0,0,28.74229523,0,0,0,0,24.51908434,0,0,0
VIRSorter_NODE_828_length_7226_cov_3_40427-cat_1,0,0,0,0,0,0,0,0,0,0,0,31.47892859,0,0,0
VIRSorter_NODE_831_length_7188_cov_3_15001-cat_1,0,0,0,0,0,0,27.94272919,0,0,0,0,27.64782166,0,0,0
VIRSorter_NODE_882_length_6932_cov_3_92977-cat_1,0,0,0,0,0,0,0,0,0,0,0,35.94855334,0,0,0
VIRSorter_NODE_1062_length_6134_cov_5_6052-cat_1,0,34.15751009,3.875354595,0,0,0,74.44380713,5.162553166,0,0,0,55.0402362,6.731519771,0,0
VIRSorter_NODE_1146_length_5800_cov_9_96954-cat_1,0,57.66193534,0,0,0,0,115.3058403,0,0,0,0,90.47797529,0,0,0
VIRSorter_NODE_1158_length_5767_cov_5_10277-cat_1,0,0,4.15037976,0,0,208.0052698,32.90845516,0,0,0,161.1371802,40.54588166,0,0,0
VIRSorter_NODE_1201_length_5640_cov_4_15058-cat_1,0,0,0,0,0,0,0,0,0,0,0,38.69417997,0,0,0
VIRSorter_NODE_1262_length_5437_cov_5_66815-cat_1,0,0,10.30094254,0,0,68.50988577,30.80433398,10.68866641,0,6.753155542,55.82705455,36.39551582,12.24915893,0,0
VIRSorter_NODE_1324_length_5253_cov_3_18584-cat_1,58.70817043,0,8.950819,0,5.551892062,311.7657253,16.74880454,7.489337692,0,7.722839414,238.7981112,31.47892859,8.055753169,0,6.721415652
VIRSorter_NODE_1393_length_5081_cov_5_09351-cat_1,43.16369032,0,0,0,0,618.2573195,9.510627706,0,0,0,461.471931,32.1812982,0,0,0
VIRSorter_NODE_1527_length_4753_cov_2_69051-cat_1,95.7651007,0,6.575601668,0,5.325284223,375.485839,18.76876087,8.652729954,0,7.792102548,290.8716422,27.96708058,7.577557775,0,6.154023422
VIRSorter_NODE_1532_length_4737_cov_3_9906-cat_1,0,0,0,0,0,0,0,0,0,0,0,36.26781225,0,0,0
VIRSorter_NODE_1597_length_4603_cov_11_2093-cat_1,0,61.38206021,24.17721221,0,0,0,125.2372923,67.84031132,0,0,0,99.86418726,106.3800829,0,0
VIRSorter_NODE_1639_length_4511_cov_5_31755-cat_1,201.8006615,0,4.325395774,0,0,1083.134298,10.64685314,5.162553166,0,0,792.4692687,44.56854393,4.009484454,0,0
VIRSorter_NODE_1654_length_4486_cov_3_8172-cat_1,61.62276045,0,0,0,0,718.3581738,8.458567119,0,0,0,549.2832356,42.84454581,0,0,0
VIRSorter_NODE_1671_length_4460_cov_14_7226-cat_1,0,86.07016155,9.425862466,0,0,22.54960105,131.5496558,15.96028761,0,0,14.32682934,128.2782303,10.29959309,0,0
VIRSorter_NODE_2014_length_4017_cov_2_54897-cat_1,0,0,4.225386623,0,0,0,10.05769921,7.416625675,0,0,0,13.98354029,7.136146643,0,0
VIRSorter_NODE_2018_length_4011_cov_4_96183-cat_1,0,0,6.425587941,0,0,0,34.71799937,0,0,0,0,37.73640324,6.621166988,0,0
VIRSorter_NODE_2081_length_3946_cov_12_2537-cat_1,1408.30214,0,4.250388911,7.930200504,0,4490.33058,23.35574503,0,12.35551073,5.194735032,3479.304869,112.6345437,0,0,0
VIRSorter_NODE_2155_length_3870_cov_3_5675-cat_1,72.44838053,0,0,0,0,505.3478612,0,0,0,0,381.8020719,21.26264345,0,0,0
VIRSorter_NODE_2184_length_3841_cov_3_09773-cat_1,0,0,0,0,0,0,17.00129908,0,0,0,0,21.13493989,0,0,0
VIRSorter_NODE_2349_length_3697_cov_3_02663-cat_1,0,0,0,0,0,0,0,0,0,0,0,27.26471097,0,0,0
VIRSorter_NODE_2495_length_3559_cov_4_84503-cat_1,207.9074215,0,0,0,0,1265.845266,11.69891373,0,0,0,1019.901076,54.01860769,0,0,0
VIRSorter_NODE_2731_length_3373_cov_4_68535-cat_1,268.697442,0,0,0,0,1017.638201,0,0,0,0,798.5489195,34.99077661,0,0,0
VIRSorter_NODE_3014_length_3181_cov_67_9527-cat_1,0,103.1489166,1579.119489,6.24803676,19.71488202,0,555.3617426,1273.660036,8.985825983,24.06893898,0,627.0883523,1518.785354,5.688782835,9.209212355
VIRSorter_NODE_3082_length_3136_cov_3_14476-cat_1,0,28.5773228,0,0,0,0,27.52190495,0,0,0,0,27.45626632,0,0,0
VIRSorter_NODE_3385_length_2974_cov_2_34498-cat_1,0,0,0,0,0,0,5.218220511,0,0,0,0,14.81361346,0,0,0
VIRSorter_NODE_3492_length_2920_cov_3_88551-cat_1,0,0,0,0,0,9.956267767,10.64685314,0,0,0,0,23.62515939,0,0,0
